First Name,Last Name,user_id,email,role,functional_unit,department,team,supervisor,NINO,address,city,county,postal,phone
Cassady Quincy,Hampton,CQH0730,Cassady.Quincy.Hampton@dtaa.com,Salesman,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan,KQ666239A,675 Falstaff St #170,Chapel-en-le-Frith,Derbyshire,SK23 0QG,
Jena Chanda,Rollins,JCR0289,Jena.Chanda.Rollins@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price,OP767939B,87 Pelops St,Kings Norton Ward,West Midlands,B38 8PL,
Addison Edward,Snyder,AES0827,Addison.Edward.Snyder@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen,IQ806202D,5 Eyes St,Mid and Upper Nithsdale Ward,Dumfries and Galloway,DG4 6LF,
Sydnee Leilani,Parsons,SLP0762,Sydnee.Leilani.Parsons@dtaa.com,Technician,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes,DN218663A,2427 Olney St #7,Amersham,Buckinghamshire,HP6 6JH,
Cheyenne Lesley,Dominguez,CLD0894,Cheyenne.Lesley.Dominguez@dtaa.com,Technician,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,XT501449C,805 Westbank Rd,North Heywood Ward,Greater Manchester,OL10 2DU,
Leo Chaney,Daugherty,LCD0622,Leo.Chaney.Daugherty@dtaa.com,Salesman,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks,DB845639B,36 Cranmer St #4697,Little Hereford,Shropshire,SY8 4LE,
Caleb Mason,Ball,CMB0912,Caleb.Mason.Ball@dtaa.com,Manager,2 - ResearchAndEngineering,2 - SoftwareManagement,6 - Software,Todd Vance Spears,WR068392D,2 Kirkdale Rd,Canning Town North Ward,Greater London,E16 4NF,
Zenia Kiona,Stevenson,ZKS0899,Zenia.Kiona.Stevenson@dtaa.com,Technician,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,PY719168C,4687 Atherton St,Springfield Ward,West Midlands,B11 4HB,
James Cain,Vargas,JCV0245,James.Cain.Vargas@dtaa.com,MechanicalEngineer,2 - ResearchAndEngineering,3 - Engineering,1 - MechanicalEngineering,Harper Price Harris,IL821147B,513 Bailey St,Bontnewydd Community,Gwynedd,LL54 7UP,
Ali Murphy,Hurley,AMH0794,Ali.Murphy.Hurley@dtaa.com,Physicist,2 - ResearchAndEngineering,1 - Research,5 - Lab,Sasha Britanney Quinn,AB415825C,620 Old Leeds St,Sheviock,Cornwall,PL11 3DF,
Francis Kane,Buckner,FKB0163,Francis.Kane.Buckner@dtaa.com,Statistician,5 - SalesAndMarketing,1 - MarketAnalysis,,Dacey Jorden Bowen,IG929016D,5149 Maria Rd,Peterlee,County Durham,SR8 5RL,
Amena Karyn,Christian,AKC0924,Amena.Karyn.Christian@dtaa.com,Scientist,2 - ResearchAndEngineering,1 - Research,6 - Lab,Lillith Adena Matthews,KZ117474A,8 Taylor St,Shrub End Ward,Essex,CO2 9LW,
Ivory Leandra,Rogers,ILR0304,Ivory.Leandra.Rogers@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price,RW298427C,588 Venmore St,Twickenham Riverside Ward,Greater London,TW1 2QH,
Arthur John,Floyd,AJF0370,Arthur.John.Floyd@dtaa.com,ITAdmin,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Francis Brian Armstrong,FF256881D,1 Newby St,Coleshill,Warwickshire,B46 3LZ,
Octavius Kelly,Castaneda,OKC0107,Octavius.Kelly.Castaneda@dtaa.com,TestEngineer,2 - ResearchAndEngineering,3 - Engineering,5 - TestAndEvalualtion,Rose Hanae Yates,WV520925C,5588 Lake St #903,Crystal Palace Ward,Greater London,SE19 2TJ,
Oren Clinton,Sharpe,OCS0865,Oren.Clinton.Sharpe@dtaa.com,Salesman,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley,XI468978C,9112 Hardwick St,Bowes,County Durham,DL12 9JB,
Urielle Jane,Carter,UJC0737,Urielle.Jane.Carter@dtaa.com,Salesman,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan,KG995868C,2395 Gloucester Pl,Halliwell Ward,Greater Manchester,BL1 6DS,
Martina Cassandra,Fields,MCF0327,Martina.Cassandra.Fields@dtaa.com,Salesman,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,XC668923A,341 Birchfield St,Wareham St. Martin,Dorset,BH16 6JJ,
Sylvester Guy,Sanders,SGS0268,Sylvester.Guy.Sanders@dtaa.com,SystemsEngineer,2 - ResearchAndEngineering,3 - Engineering,4 - SystemsEngineering,Gage Kaden Odonnell,QN621951D,9854 Ranelagh Place,Finedon,Northamptonshire,NN9 5EN,
Brian Nathaniel,Greer,BNG0237,Brian.Nathaniel.Greer@dtaa.com,SoftwareEngineer,2 - ResearchAndEngineering,2 - SoftwareManagement,1 - Software,Vance Ira Alston,JU547038A,8 Nova Scotia,Caerphilly Community,Caerphilly,CF83 3AF,
Olympia Shafira,Harrison,OSH0655,Olympia.Shafira.Harrison@dtaa.com,Technician,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston,ZW474684A,72 Lime Place,Old Newton with Dagworth,Suffolk,IP14 4HG,
Catherine Savannah,Bullock,CSB0080,Catherine.Savannah.Bullock@dtaa.com,AdministrativeAssistant,2 - ResearchAndEngineering,3 - Engineering,1 - MechanicalEngineering,Harper Price Harris,EH664462B,907 Denman St,Crowle and Ealand,North Lincolnshire,DN17 4EN,
Ella Rachel,Hess,ERH0449,Ella.Rachel.Hess@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter,EA399002D,5 Garfield St #9,Milton Regis Ward,Kent,ME10 2EJ,
Eagan Gannon,Koch,EGK0893,Eagan.Gannon.Koch@dtaa.com,Technician,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,UW996925D,345 Feltwell Rd,St. Michaels and Wicksteed War,Northamptonshire,NN15 6BB,
Eliana Stephanie,Albert,ESA0642,Eliana.Stephanie.Albert@dtaa.com,Technician,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston,JK088311A,1 Towson St,Howe of Fife and Tay Coast War,Fife,KY14 6AH,
Chandler Raymond,Kirk,CRK0916,Chandler.Raymond.Kirk@dtaa.com,Physicist,2 - ResearchAndEngineering,1 - Research,6 - Lab,Lillith Adena Matthews,CF624861D,4 Candia St #6,Shipston on Stour,Warwickshire,CV36 4HE,
Bruno Beau,Hoover,BBH0810,Bruno.Beau.Hoover@dtaa.com,ComputerProgrammer,2 - ResearchAndEngineering,2 - SoftwareManagement,5 - Software,Sara Gail George,JV638196A,2 Cherry Lane,Strood South Ward,Kent,ME2 2NJ,
Jessica Rachel,Freeman,JRF0835,Jessica.Rachel.Freeman@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen,HJ309892D,7 Britannia Ave #875,Newton-with-Clifton,Lancashire,PR4 3RQ,
Sloane Jade,Cochran,SJC0333,Sloane.Jade.Cochran@dtaa.com,Technician,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon,NV058127A,63 Brunswick Sq,Llanelli Rural Community,Carmarthenshire,SA15 5YN,
Halla Cathleen,Simmons,HCS0003,Halla.Cathleen.Simmons@dtaa.com,VicePresident,1 - Adminstration,,,Mona Susan Shannon,GK302395D,5 Gainsborough Rd,Newington Ward,Greater London,SE1 6EH,
Edan Marsden,Briggs,EMB0531,Edan.Marsden.Briggs@dtaa.com,Technician,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett,PA430140D,745 Goodall St #9309,Much Wenlock,Shropshire,TF13 6HB,
Jane Ignacia,Mcdonald,JIM0095,Jane.Ignacia.Mcdonald@dtaa.com,AdministrativeAssistant,2 - ResearchAndEngineering,3 - Engineering,4 - SystemsEngineering,Gage Kaden Odonnell,UJ930760D,1267 Alderson Rd,Churchdown,Gloucestershire,GL3 2BA,01684-628072
Kay Janna,Snider,KJS0618,Kay.Janna.Snider@dtaa.com,Salesman,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks,EC367629D,2 Gay St #3702,Werrington South Ward,Cambridgeshire,PE7 2QA,01660-135336
Eaton Burton,Crane,EBC0390,Eaton.Burton.Crane@dtaa.com,Scientist,2 - ResearchAndEngineering,1 - Research,2 - Lab,Kim Dara Sullivan,MH043725D,3409 Benns Gardens,Hollington Ward,East Sussex,TN38 9NE,01574-363346
Willa Giselle,Stanton,WGS0516,Willa.Giselle.Stanton@dtaa.com,Technician,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett,LO468131C,1 Lower Burlington St,Northfleet South Ward,Kent,DA11 8RN,01208-373467
Nissim Gil,French,NGF0157,Nissim.Gil.French@dtaa.com,FinancialAnalyst,4 - Finance,3 - FinancialPlanning,,Libby Rosalyn Richard,GX860938B,4706 Chapel Place #5993,Steyning,West Sussex,BN44 3DF,01797-837270
Katell Amethyst,Thornton,KAT0489,Katell.Amethyst.Thornton@dtaa.com,Salesman,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,RI739918C,4 Mather St,Holbrook Ward,West Midlands,CV6 4BN,01515-506025
Cora Clementine,Higgins,CCH0685,Cora.Clementine.Higgins@dtaa.com,ComputerScientist,2 - ResearchAndEngineering,2 - SoftwareManagement,4 - Software,Aurora Tatiana Payne,PU878604C,9960 Gilroy Rd,Woodhouse Ward,Greater London,N12 9JT,01820-396117
Doris Mona,Michael,DMM0623,Doris.Mona.Michael@dtaa.com,Salesman,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks,VR730950A,3 Burnall St,Keighley,West Yorkshire,BD20 6DA,01538-649750
Sylvia Ariana,Head,SAH0599,Sylvia.Ariana.Head@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England,LI522004D,8 Bigham Rd,Deal,Kent,CT14 9QJ,01687-288043
Connor Phelan,Guerra,CPG0322,Connor.Phelan.Guerra@dtaa.com,Salesman,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,WH819511D,950 Gordon St,Heanor and Loscoe,Derbyshire,DE75 7FZ,01469-868357
Orson Barrett,Houston,OBH0499,Orson.Barrett.Houston@dtaa.com,Salesman,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,FH498665B,784 Juno St #7653,North Horsham,West Sussex,RH12 4GW,01954-979729
Sage Nichole,Savage,SNS0129,Sage.Nichole.Savage@dtaa.com,AdministrativeAssistant,3 - Manufacturing,3 - Assembly,,Delilah Iliana Wilkinson,RK969952C,69 Chantrey St #90,Hickling,Norfolk,NR12 0YB,01947-472569
Philip Keith,Barron,PKB0429,Philip.Keith.Barron@dtaa.com,TestEngineer,2 - ResearchAndEngineering,3 - Engineering,7 - TestAndEvalualtion,Cameron Noel Elliott,QT058796C,4 Northbrook St #600,Edmonton Green Ward,Greater London,N18 2NF,01250-453315
Nicole Aurelia,Hanson,NAH0503,Nicole.Aurelia.Hanson@dtaa.com,Salesman,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,OK069432B,526 Liffey St #759,Westbury,Wiltshire,BA13 3QU,01750-379103
Felicia Rhona,Butler,FRB0023,Felicia.Rhona.Butler@dtaa.com,HumanResourceSpecialist,1 - Adminstration,2 - EmployeeRelations,,Blaze Trevor Stone,CG622051A,6301 Dorset Rd,Harefield Ward,Greater London,UB9 6LF,01670-547878
Chadwick Wayne,Bond,CWB0065,Chadwick.Wayne.Bond@dtaa.com,ComputerScientist,2 - ResearchAndEngineering,2 - SoftwareManagement,,Todd Vance Spears,HV349827A,4 Summer Seat Bootle,Moulsecoomb and Bevendean Ward,Brighton and Hove,BN2 4TL,01341-700830
Aurora Tatiana,Payne,ATP0662,Aurora.Tatiana.Payne@dtaa.com,Manager,2 - ResearchAndEngineering,2 - SoftwareManagement,4 - Software,Todd Vance Spears,GL441217C,84 Walton Village,Horfield Ward,Bristol,BS7 0AX,01822-404490
Dalton Perry,Mejia,DPM0423,Dalton.Perry.Mejia@dtaa.com,HardwareEngineer,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,Hadassah Riley Baker,LU082287C,8 Tagus St #9814,Cleator Moor,Cumbria,CA25 5EF,01608-748971
Walter Kaseem,Foley,WKF0012,Walter.Kaseem.Foley@dtaa.com,Director,1 - Adminstration,3 - Training,,Halla Cathleen Simmons,PK029214D,770 Jamaica St,Penmaenmawr Community,Conwy,LL34 6BH,01685-141932
Amity Kendall,Foley,AKF0709,Amity.Kendall.Foley@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder,YM264919B,11 Tetlow St,Parsons Green and Walham Ward,Greater London,SW6 4QP,01722-395799
Camille Julie,Freeman,CJF0802,Camille.Julie.Freeman@dtaa.com,Mathematician,2 - ResearchAndEngineering,1 - Research,5 - Lab,Sasha Britanney Quinn,EJ077100D,7642 Ledward St,Cressington Ward,Merseyside,L19 0LN,01692-491267
Ignatius Reese,Morton,IRM0931,Ignatius.Reese.Morton@dtaa.com,ComputerProgrammer,2 - ResearchAndEngineering,2 - SoftwareManagement,6 - Software,Caleb Mason Ball,WY649292C,1432 Rutland Ave,Uckfield,East Sussex,TN22 9EF,01832-837946
Fulton Quinn,Avery,FQA0854,Fulton.Quinn.Avery@dtaa.com,Salesman,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley,BK841701D,22 Harewood St #95,Acton Trussell and Bednall,Staffordshire,ST17 0RU,01206-207771
Gay Ria,Cantu,GRC0145,Gay.Ria.Cantu@dtaa.com,AdministrativeAssistant,4 - Finance,,,Thomas Vladimir Stokes,QQ178600D,645 Lister Drive,Denwick,Northumberland,NE66 2LQ,01539-157435
Kimberley Kiona,Sosa,KKS0119,Kimberley.Kiona.Sosa@dtaa.com,Manager,3 - Manufacturing,4 - QualityControl,,Byron Tyrone Williamson,UG197552D,8977 Old Leeds St #87,Beaminster,Dorset,DT8 3DR,01790-887225
Demetrius Barry,Bullock,DBB0384,Demetrius.Barry.Bullock@dtaa.com,Scientist,2 - ResearchAndEngineering,1 - Research,2 - Lab,Kim Dara Sullivan,DB153579D,22 Delamore St,Hereford,Hereford and Worcester,HR1 2EA,01942-654793
Teagan Raven,Kennedy,TRK0914,Teagan.Raven.Kennedy@dtaa.com,Mathematician,2 - ResearchAndEngineering,1 - Research,6 - Lab,Lillith Adena Matthews,AF157729C,35 Walton Lane,Loughborough Ashby Ward,Leicestershire,LE11 4PF,01264-145506
Blossom Scarlett,Aguirre,BSA0431,Blossom.Scarlett.Aguirre@dtaa.com,TestEngineer,2 - ResearchAndEngineering,3 - Engineering,7 - TestAndEvalualtion,Cameron Noel Elliott,EH995795D,22 Kilshaw St,Wimbledon Park Ward,Greater London,SW19 7DT,01580-252868
Cassidy Florence,Gibbs,CFG0959,Cassidy.Florence.Gibbs@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz,VW970072B,1 Argyle St,Hyde Werneth Ward,Greater Manchester,SK14 5AR,01616-548910
Vera Mollie,Jenkins,VMJ0147,Vera.Mollie.Jenkins@dtaa.com,Manager,4 - Finance,2 - Payroll,,Thomas Vladimir Stokes,ZB887853B,3 Garden Lane,Darton West Ward,South Yorkshire,S75 5JY,01854-749084
Sawyer Abel,Turner,SAT0194,Sawyer.Abel.Turner@dtaa.com,PurchasingClerk,6 - PurchasingAndContracts,1 - Purchasing,,August Armando Evans,IK650207A,4309 Chisenhale St,Rock,Hereford and Worcester,DY14 9XQ,01927-151413
Declan Zachery,Caldwell,DZC0228,Declan.Zachery.Caldwell@dtaa.com,Physicist,2 - ResearchAndEngineering,1 - Research,1 - Lab,Jackson Linus Wilkerson,ES073960C,758 Woodhouse St,Soho Ward,West Midlands,B21 0UE,01620-435994
Theodore Eagan,Bass,TEB0251,Theodore.Eagan.Bass@dtaa.com,MechanicalEngineer,2 - ResearchAndEngineering,3 - Engineering,1 - MechanicalEngineering,Harper Price Harris,FY463659B,18 Ouse St,Oakridge and Castlefield Ward,Buckinghamshire,HP11 2PJ,01933-753592
Maryam Nelle,Ruiz,MNR0829,Maryam.Nelle.Ruiz@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen,SB219645C,5 Ruskin St,Irvine East Ward,North Ayrshire,KA11 2BP,01958-748582
Daryl Ocean,Patel,DOP0562,Daryl.Ocean.Patel@dtaa.com,ComputerProgrammer,2 - ResearchAndEngineering,2 - SoftwareManagement,3 - Software,Stephanie Briar Harrington,SQ274161D,4565 Blackstock St,Springfields and Trent Vale Wa,Stoke-on-Trent,ST4 5BW,01721-694690
Uriel Axel,Diaz,UAD0771,Uriel.Axel.Diaz@dtaa.com,Technician,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes,KP086867D,8361 Cottenham St,Fawley,Hampshire,SO45 1QQ,01618-628525
Ayanna Leandra,Dunlap,ALD0544,Ayanna.Leandra.Dunlap@dtaa.com,Mathematician,2 - ResearchAndEngineering,1 - Research,3 - Lab,Honorato Ivan Wall,WN290243C,1267 Audley St,Ise Lodge Ward,Northamptonshire,NN15 5DB,01235-935599
Lysandra Chastity,Brennan,LCB0664,Lysandra.Chastity.Brennan@dtaa.com,Manager,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Donovan Carlos Chapman,FM562819C,845 Atherton St,Tatsfield,Kent,TN16 2AR,01434-621318
Hyacinth Clare,Lindsay,HCL0113,Hyacinth.Clare.Lindsay@dtaa.com,TestEngineer,2 - ResearchAndEngineering,3 - Engineering,5 - TestAndEvalualtion,Rose Hanae Yates,WZ786326C,150 Margaret Rd,Kings Hill,Kent,ME19 4DT,01782-100832
Tamara Shaeleigh,Best,TSB0437,Tamara.Shaeleigh.Best@dtaa.com,Technician,2 - ResearchAndEngineering,3 - Engineering,7 - TestAndEvalualtion,Cameron Noel Elliott,AD769202C,9923 Dinorben St #4838,Childs Hill Ward,Greater London,NW11 8DY,01550-463222
Elton Zeus,Horton,EZH0736,Elton.Zeus.Horton@dtaa.com,Salesman,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan,QD445179B,186 Craven St #68,Little Ness,Shropshire,SY4 2JX,01846-815511
Josiah Chester,Gray,JCG0316,Josiah.Chester.Gray@dtaa.com,Salesman,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,MF906911B,5160 High St #38,Goldsmid Ward,Brighton and Hove,BN3 6EA,01379-603039
Malcolm Sebastian,Garrison,MSG0839,Malcolm.Sebastian.Garrison@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen,KB762429C,3833 Sidney Rd,Cherryfield Ward,Merseyside,L32 3XS,01270-893129
Lionel Jasper,Johnston,LJJ0905,Lionel.Jasper.Johnston@dtaa.com,Technician,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,SC673890B,6267 Greenland St,Wakefield East Ward,West Yorkshire,WF1 4LW,01401-151569
Hall Colorado,Morin,HCM0267,Hall.Colorado.Morin@dtaa.com,MaterialsEngineer,2 - ResearchAndEngineering,3 - Engineering,3 - MaterialsEngineering,Ainsley MacKensie Doyle,HX270227A,14 Landseer Rd,Nith Ward,Dumfries and Galloway,DG1 9SY,01519-417660
Malachi Thor,Butler,MTB0620,Malachi.Thor.Butler@dtaa.com,Salesman,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks,RO351551C,30 Seville St,Meads Ward,East Sussex,BN20 7QU,01839-920108
Clayton Clark,Humphrey,CCH0182,Clayton.Clark.Humphrey@dtaa.com,Technician,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon,IV548115B,79 Chelmsford St,Holywell Community,Flintshire,CH8 7UP,01634-340524
Cole Aaron,Mcfarland,CAM0681,Cole.Aaron.Mcfarland@dtaa.com,ComputerScientist,2 - ResearchAndEngineering,2 - SoftwareManagement,4 - Software,Aurora Tatiana Payne,HD201463B,8 South John St,Lamport,Northamptonshire,NN6 9XW,01868-736780
Lyle Brady,Hayes,LBH0942,Lyle.Brady.Hayes@dtaa.com,SoftwareEngineer,2 - ResearchAndEngineering,2 - SoftwareManagement,6 - Software,Caleb Mason Ball,UC275768A,50 Townsend St,Chadderton Central Ward,Greater Manchester,OL9 0NS,01322-144392
Cedric Alexander,Bowers,CAB0388,Cedric.Alexander.Bowers@dtaa.com,Scientist,2 - ResearchAndEngineering,1 - Research,2 - Lab,Kim Dara Sullivan,GH553021D,7643 Campbell St,Penge and Cator Ward,Greater London,BR3 1LT,01512-765064
William Graham,Rowe,WGR0833,William.Graham.Rowe@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen,QY728016A,371 Oakleigh,Warminster,Wiltshire,BA12 8NR,01802-634391
Gisela Quintessa,Fischer,GQF0659,Gisela.Quintessa.Fischer@dtaa.com,Technician,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston,RS281703A,9874 Oakfield Rd,Redhill Ward,Tyne and Wear,SR5 5PT,01708-724957
Callum Scott,Parrish,CSP0197,Callum.Scott.Parrish@dtaa.com,PurchasingClerk,6 - PurchasingAndContracts,1 - Purchasing,,August Armando Evans,WK812742B,6 Princes St,East Kilbride West Ward,South Lanarkshire,G75 8YR,01309-159593
Octavia May,Maddox,OMM0944,Octavia.May.Maddox@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz,EG171748A,4190 Seacombe St,Tiffield,Northamptonshire,NN12 8AA,01698-705920
Irma Melanie,Patrick,IMP0530,Irma.Melanie.Patrick@dtaa.com,Technician,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett,JJ180190A,3145 Rhyl St,Londesborough,E Riding of Yorkshire,YO43 3QE,01777-851028
Owen Ross,Burks,ORB0473,Owen.Ross.Burks@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter,VA707987C,4919 Lime Grove,Whitchurch Urban,Cheshire,SY13 4HB,01270-345115
Jenette McKenzie,Lynn,JML0909,Jenette.McKenzie.Lynn@dtaa.com,Technician,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,US769479B,8 Carolina St,Northgate Ward,West Sussex,RH10 8EZ,01943-467489
Noble Devin,Mack,NDM0417,Noble.Devin.Mack@dtaa.com,ComputerScientist,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,Hadassah Riley Baker,OU758777D,1592 Price St,Ponteland,Northumberland,NE20 9TF,01456-906658
Ferdinand Rashad,Lee,FRL0511,Ferdinand.Rashad.Lee@dtaa.com,Technician,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett,HI009150C,2 Weller St,Appleton Wiske,North Yorkshire,DL6 2AS,01725-370369
Lynn Adena,Pratt,LAP0338,Lynn.Adena.Pratt@dtaa.com,Technician,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon,HB538359B,,,,,01705-240007
Harper Clark,Vazquez,HCV0478,Harper.Clark.Vazquez@dtaa.com,Salesman,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,DP210716B,,,,,01348-989703
Kimberley Joy,Anderson,KJA0152,Kimberley.Joy.Anderson@dtaa.com,AdministrativeAssistant,4 - Finance,2 - Payroll,,Vera Mollie Jenkins,RT035351C,,,,,01407-312329
Bruno Stewart,Silva,BSS0463,Bruno.Stewart.Silva@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter,IB541823D,,,,,01593-501965
Adam Ishmael,Mcdaniel,AIM0627,Adam.Ishmael.Mcdaniel@dtaa.com,Salesman,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks,ME908311B,,,,,01516-850881
Rashad August,Hatfield,RAH0440,Rashad.August.Hatfield@dtaa.com,ElectricalEngineer,2 - ResearchAndEngineering,3 - Engineering,7 - TestAndEvalualtion,Cameron Noel Elliott,PL272294B,,,,,01721-910475
Xenos Hayden,Gallegos,XHG0902,Xenos.Hayden.Gallegos@dtaa.com,Technician,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,AK470142D,,,,,01919-731224
Tobias Dakota,Jacobs,TDJ0998,Tobias.Dakota.Jacobs@dtaa.com,MechanicalEngineer,3 - Manufacturing,2 - ManufacturingEngineering,,Fritz Dale Ellison,VD784300B,,,,,01767-568989
John Price,Atkins,JPA0667,John.Price.Atkins@dtaa.com,Scientist,2 - ResearchAndEngineering,1 - Research,4 - Lab,Sarah Imelda Juarez,HW692845A,,,,,01842-131065
Elaine Hanna,Raymond,EHR0096,Elaine.Hanna.Raymond@dtaa.com,ComputerScientist,2 - ResearchAndEngineering,3 - Engineering,4 - SystemsEngineering,Gage Kaden Odonnell,MG352617C,,,,,01655-809574
Sharon Jemima,Whitehead,SJW0451,Sharon.Jemima.Whitehead@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter,FV844744D,,,,,01356-866584
Colton Nathan,Barber,CNB0900,Colton.Nathan.Barber@dtaa.com,Technician,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,ZK119003C,,,,,01422-728149
